CountyID,County,stateID,,CountyID,CountyStateID
650,Iberia,19,,650,Iberia19
651,Iberville,19,,651,Iberville19
652,Jackson,19,,652,Jackson19
653,Jefferson,19,,653,Jefferson19
654,Jefferson Davis,19,,654,Jefferson Davis19
655,Lafayette,19,,655,Lafayette19
656,Lafourche,19,,656,Lafourche19
657,Lincoln,19,,657,Lincoln19
658,Livingston,19,,658,Livingston19
659,Natchitoches,19,,659,Natchitoches19
660,Orleans,19,,660,Orleans19
661,Plaquemines,19,,661,Plaquemines19
662,Rapides,19,,662,Rapides19
663,Saint Bernard,19,,663,Saint Bernard19
664,Saint Charles,19,,664,Saint Charles19
665,Saint John the Baptist,19,,665,Saint John the Baptist19
666,Saint Landry,19,,666,Saint Landry19
667,Saint Martin,19,,667,Saint Martin19
668,Saint Mary,19,,668,Saint Mary19
669,Saint Tammany,19,,669,Saint Tammany19
670,Tangipahoa,19,,670,Tangipahoa19
671,Terrebonne,19,,671,Terrebonne19
672,Vermilion,19,,672,Vermilion19
673,Vernon,19,,673,Vernon19
674,Webster,19,,674,Webster19
675,West Baton Rouge,19,,675,West Baton Rouge19
676,West Feliciana,19,,676,West Feliciana19
677,Barnstable,20,,677,Barnstable20
678,Berkshire,20,,678,Berkshire20
679,Bristol,20,,679,Bristol20
680,Dukes,20,,680,Dukes20
681,Essex,20,,681,Essex20
682,Franklin,20,,682,Franklin20
683,Hampden,20,,683,Hampden20
684,Hampshire,20,,684,Hampshire20
685,Middlesex,20,,685,Middlesex20
686,Norfolk,20,,686,Norfolk20
687,Plymouth,20,,687,Plymouth20
688,Suffolk,20,,688,Suffolk20
689,Worcester,20,,689,Worcester20
690,Allegany,21,,690,Allegany21
691,Anne Arundel,21,,691,Anne Arundel21
692,Baltimore,21,,692,Baltimore21
693,Baltimore City,21,,693,Baltimore City21
694,Calvert,21,,694,Calvert21
695,Caroline,21,,695,Caroline21
696,Carroll,21,,696,Carroll21
697,Cecil,21,,697,Cecil21
698,Charles,21,,698,Charles21
699,Dorchester,21,,699,Dorchester21
700,Frederick,21,,700,Frederick21
701,Garrett,21,,701,Garrett21
702,Harford,21,,702,Harford21
703,Howard,21,,703,Howard21
704,Kent,21,,704,Kent21
705,Montgomery,21,,705,Montgomery21
706,Prince Georges,21,,706,Prince Georges21
707,Queen Annes,21,,707,Queen Annes21
708,Saint Marys,21,,708,Saint Marys21
709,Somerset,21,,709,Somerset21
710,Talbot,21,,710,Talbot21
711,Washington,21,,711,Washington21
712,Wicomico,21,,712,Wicomico21
713,Worcester,21,,713,Worcester21
714,Androscoggin,22,,714,Androscoggin22
715,Aroostook,22,,715,Aroostook22
716,Cumberland,22,,716,Cumberland22
717,Franklin,22,,717,Franklin22
718,Kennebec,22,,718,Kennebec22
719,Knox,22,,719,Knox22
720,Lincoln,22,,720,Lincoln22
721,Penobscot,22,,721,Penobscot22
722,Sagadahoc,22,,722,Sagadahoc22
723,Somerset,22,,723,Somerset22
724,Waldo,22,,724,Waldo22
725,Washington,22,,725,Washington22
726,York,22,,726,York22
727,Alger,23,,727,Alger23
728,Allegan,23,,728,Allegan23
729,Alpena,23,,729,Alpena23
730,Antrim,23,,730,Antrim23
731,Arenac,23,,731,Arenac23
732,Barry,23,,732,Barry23
733,Bay,23,,733,Bay23
734,Benzie,23,,734,Benzie23
735,Berrien,23,,735,Berrien23
736,Branch,23,,736,Branch23
737,Calhoun,23,,737,Calhoun23
738,Cass,23,,738,Cass23
739,Charlevoix,23,,739,Charlevoix23
740,Cheboygan,23,,740,Cheboygan23
741,Chippewa,23,,741,Chippewa23
742,Clare,23,,742,Clare23
743,Clinton,23,,743,Clinton23
744,Delta,23,,744,Delta23
745,Eaton,23,,745,Eaton23
746,Emmet,23,,746,Emmet23
747,Genesee,23,,747,Genesee23
748,Gladwin,23,,748,Gladwin23
749,Grand Traverse,23,,749,Grand Traverse23
750,Gratiot,23,,750,Gratiot23
751,Hillsdale,23,,751,Hillsdale23
752,Houghton,23,,752,Houghton23
753,Ingham,23,,753,Ingham23
754,Ionia,23,,754,Ionia23
755,Iosco,23,,755,Iosco23
756,Iron,23,,756,Iron23
757,Isabella,23,,757,Isabella23
758,Jackson,23,,758,Jackson23
759,Kalamazoo,23,,759,Kalamazoo23
760,Kalkaska,23,,760,Kalkaska23
761,Kent,23,,761,Kent23
762,Lake,23,,762,Lake23
763,Lapeer,23,,763,Lapeer23
764,Lenawee,23,,764,Lenawee23
765,Livingston,23,,765,Livingston23
766,Mackinac,23,,766,Mackinac23
767,Macomb,23,,767,Macomb23
768,Manistee,23,,768,Manistee23
769,Marquette,23,,769,Marquette23
770,Mason,23,,770,Mason23
771,Mecosta,23,,771,Mecosta23
772,Midland,23,,772,Midland23
773,Monroe,23,,773,Monroe23
774,Montcalm,23,,774,Montcalm23
775,Muskegon,23,,775,Muskegon23
776,Newaygo,23,,776,Newaygo23
777,Oakland,23,,777,Oakland23
778,Osceola,23,,778,Osceola23
779,Oscoda,23,,779,Oscoda23
780,Otsego,23,,780,Otsego23
781,Ottawa,23,,781,Ottawa23
782,Saginaw,23,,782,Saginaw23
783,Saint Clair,23,,783,Saint Clair23
784,Saint Joseph,23,,784,Saint Joseph23
785,Sanilac,23,,785,Sanilac23
786,Shiawassee,23,,786,Shiawassee23
787,Van Buren,23,,787,Van Buren23
788,Washtenaw,23,,788,Washtenaw23
789,Wayne,23,,789,Wayne23
790,Wexford,23,,790,Wexford23
791,Anoka,24,,791,Anoka24
792,Becker,24,,792,Becker24
793,Beltrami,24,,793,Beltrami24
794,Blue Earth,24,,794,Blue Earth24
795,Carlton,24,,795,Carlton24
796,Carver,24,,796,Carver24
797,Chisago,24,,797,Chisago24
798,Clay,24,,798,Clay24
799,Crow Wing,24,,799,Crow Wing24
800,Dakota,24,,800,Dakota24
801,Dodge,24,,801,Dodge24
802,Douglas,24,,802,Douglas24
803,Faribault,24,,803,Faribault24
804,Freeborn,24,,804,Freeborn24
805,Goodhue,24,,805,Goodhue24
806,Hennepin,24,,806,Hennepin24
807,Houston,24,,807,Houston24
808,Isanti,24,,808,Isanti24
809,Itasca,24,,809,Itasca24
810,Kanabec,24,,810,Kanabec24
811,Kandiyohi,24,,811,Kandiyohi24
812,Le Sueur,24,,812,Le Sueur24
813,Lyon,24,,813,Lyon24
814,McLeod,24,,814,McLeod24
815,Meeker,24,,815,Meeker24
816,Mille Lacs,24,,816,Mille Lacs24
817,Morrison,24,,817,Morrison24
818,Nicollet,24,,818,Nicollet24
819,Nobles,24,,819,Nobles24
820,Olmsted,24,,820,Olmsted24
821,Otter Tail,24,,821,Otter Tail24
822,Polk,24,,822,Polk24
823,Ramsey,24,,823,Ramsey24
824,Redwood,24,,824,Redwood24
825,Renville,24,,825,Renville24
826,Rice,24,,826,Rice24
827,Rock,24,,827,Rock24
828,Saint Louis,24,,828,Saint Louis24
829,Scott,24,,829,Scott24
830,Sherburne,24,,830,Sherburne24
831,Sibley,24,,831,Sibley24
832,Stearns,24,,832,Stearns24
833,Steele,24,,833,Steele24
834,Stevens,24,,834,Stevens24
835,Traverse,24,,835,Traverse24
836,Washington,24,,836,Washington24
837,Winona,24,,837,Winona24
838,Wright,24,,838,Wright24
839,Yellow Medicine,24,,839,Yellow Medicine24
840,Audrain,25,,840,Audrain25
841,Barry,25,,841,Barry25
842,Boone,25,,842,Boone25
843,Buchanan,25,,843,Buchanan25
844,Caldwell,25,,844,Caldwell25
845,Callaway,25,,845,Callaway25
846,Camden,25,,846,Camden25
847,Cape Girardeau,25,,847,Cape Girardeau25
848,Cass,25,,848,Cass25
849,Christian,25,,849,Christian25
850,Clay,25,,850,Clay25
851,Cole,25,,851,Cole25
852,Crawford,25,,852,Crawford25
853,Dallas,25,,853,Dallas25
854,Franklin,25,,854,Franklin25
855,Greene,25,,855,Greene25
856,Jackson,25,,856,Jackson25
857,Jasper,25,,857,Jasper25
858,Jefferson,25,,858,Jefferson25
859,Johnson,25,,859,Johnson25
860,Laclede,25,,860,Laclede25
861,Lawrence,25,,861,Lawrence25
862,Lincoln,25,,862,Lincoln25
863,Moniteau,25,,863,Moniteau25
864,Newton,25,,864,Newton25
865,Osage,25,,865,Osage25
866,Perry,25,,866,Perry25
867,Phelps,25,,867,Phelps25
868,Platte,25,,868,Platte25
869,Polk,25,,869,Polk25
870,Pulaski,25,,870,Pulaski25
871,Randolph,25,,871,Randolph25
872,Saint Charles,25,,872,Saint Charles25
873,Saint Louis,25,,873,Saint Louis25
874,Saint Louis City,25,,874,Saint Louis City25
875,Scott,25,,875,Scott25
876,Taney,25,,876,Taney25
877,Webster,25,,877,Webster25
878,Wright,25,,878,Wright25
879,Adams,26,,879,Adams26
880,Copiah,26,,880,Copiah26
881,DeSoto,26,,881,DeSoto26
882,Forrest,26,,882,Forrest26
883,Hancock,26,,883,Hancock26
884,Harrison,26,,884,Harrison26
885,Hinds,26,,885,Hinds26
886,Itawamba,26,,886,Itawamba26
887,Jackson,26,,887,Jackson26
888,Lafayette,26,,888,Lafayette26
889,Lamar,26,,889,Lamar26
890,Lauderdale,26,,890,Lauderdale26
891,Lee,26,,891,Lee26
892,Lowndes,26,,892,Lowndes26
893,Madison,26,,893,Madison26
894,Pearl River,26,,894,Pearl River26
895,Pike,26,,895,Pike26
896,Prentiss,26,,896,Prentiss26
897,Rankin,26,,897,Rankin26
898,Stone,26,,898,Stone26
899,Tunica,26,,899,Tunica26
900,Union,26,,900,Union26
901,Warren,26,,901,Warren26
902,Broadwater,27,,902,Broadwater27
903,Carbon,27,,903,Carbon27
904,Cascade,27,,904,Cascade27
905,Custer,27,,905,Custer27
906,Dawson,27,,906,Dawson27
907,Deer Lodge,27,,907,Deer Lodge27
908,Fergus,27,,908,Fergus27
909,Flathead,27,,909,Flathead27
910,Gallatin,27,,910,Gallatin27
911,Hill,27,,911,Hill27
912,Lake,27,,912,Lake27
913,Lewis and Clark,27,,913,Lewis and Clark27
914,Lincoln,27,,914,Lincoln27
915,Mineral,27,,915,Mineral27
916,Missoula,27,,916,Missoula27
917,Musselshell,27,,917,Musselshell27
918,Park,27,,918,Park27
919,Ravalli,27,,919,Ravalli27
920,Roosevelt,27,,920,Roosevelt27
921,Sanders,27,,921,Sanders27
922,Silver Bow,27,,922,Silver Bow27
923,Stillwater,27,,923,Stillwater27
924,Toole,27,,924,Toole27
925,Yellowstone,27,,925,Yellowstone27
926,Alamance,28,,926,Alamance28
927,Anson,28,,927,Anson28
928,Ashe,28,,928,Ashe28
929,Beaufort,28,,929,Beaufort28
930,Bladen,28,,930,Bladen28
931,Brunswick,28,,931,Brunswick28
932,Buncombe,28,,932,Buncombe28
933,Cabarrus,28,,933,Cabarrus28
934,Camden,28,,934,Camden28
935,Carteret,28,,935,Carteret28
936,Caswell,28,,936,Caswell28
937,Catawba,28,,937,Catawba28
938,Chatham,28,,938,Chatham28
939,Cherokee,28,,939,Cherokee28
940,Chowan,28,,940,Chowan28
941,Clay,28,,941,Clay28
942,Craven,28,,942,Craven28
943,Cumberland,28,,943,Cumberland28
944,Currituck,28,,944,Currituck28
945,Dare,28,,945,Dare28
946,Davidson,28,,946,Davidson28
947,Davie,28,,947,Davie28
948,Duplin,28,,948,Duplin28
949,Durham,28,,949,Durham28
950,Edgecombe,28,,950,Edgecombe28
951,Forsyth,28,,951,Forsyth28
952,Franklin,28,,952,Franklin28
953,Gaston,28,,953,Gaston28
954,Gates,28,,954,Gates28
955,Granville,28,,955,Granville28
956,Greene,28,,956,Greene28
957,Guilford,28,,957,Guilford28
958,Halifax,28,,958,Halifax28
959,Harnett,28,,959,Harnett28
960,Haywood,28,,960,Haywood28
961,Henderson,28,,961,Henderson28
962,Hoke,28,,962,Hoke28
963,Iredell,28,,963,Iredell28
964,Jackson,28,,964,Jackson28
965,Johnston,28,,965,Johnston28
966,Jones,28,,966,Jones28
967,Lee,28,,967,Lee28
968,Lenoir,28,,968,Lenoir28
969,Lincoln,28,,969,Lincoln28
970,Macon,28,,970,Macon28
971,Madison,28,,971,Madison28
972,Martin,28,,972,Martin28
973,Mecklenburg,28,,973,Mecklenburg28
974,Mitchell,28,,974,Mitchell28
975,Montgomery,28,,975,Montgomery28
976,Moore,28,,976,Moore28
977,Nash,28,,977,Nash28
978,New Hanover,28,,978,New Hanover28
979,Northampton,28,,979,Northampton28
980,Onslow,28,,980,Onslow28
981,Orange,28,,981,Orange28
982,Pamlico,28,,982,Pamlico28
983,Pasquotank,28,,983,Pasquotank28
984,Pender,28,,984,Pender28
985,Perquimans,28,,985,Perquimans28
986,Person,28,,986,Person28
987,Pitt,28,,987,Pitt28
988,Polk,28,,988,Polk28
989,Randolph,28,,989,Randolph28
990,Richmond,28,,990,Richmond28
991,Robeson,28,,991,Robeson28
992,Rockingham,28,,992,Rockingham28
993,Rowan,28,,993,Rowan28
994,Rutherford,28,,994,Rutherford28
995,Scotland,28,,995,Scotland28
996,Stanly,28,,996,Stanly28
997,Stokes,28,,997,Stokes28
998,Surry,28,,998,Surry28
999,Swain,28,,999,Swain28
1000,Transylvania,28,,1000,Transylvania28
1001,Union,28,,1001,Union28
1002,Vance,28,,1002,Vance28
1003,Wake,28,,1003,Wake28
1004,Warren,28,,1004,Warren28
1005,Watauga,28,,1005,Watauga28
1006,Wayne,28,,1006,Wayne28
1007,Wilkes,28,,1007,Wilkes28
1008,Yancey,28,,1008,Yancey28
1009,Burleigh,29,,1009,Burleigh29
1010,Cass,29,,1010,Cass29
1011,Grand Forks,29,,1011,Grand Forks29
1012,Ramsey,29,,1012,Ramsey29
1013,Adams,30,,1013,Adams30
1014,Cass,30,,1014,Cass30
1015,Cherry,30,,1015,Cherry30
1016,Cheyenne,30,,1016,Cheyenne30
1017,Dakota,30,,1017,Dakota30
1018,Dodge,30,,1018,Dodge30
1019,Douglas,30,,1019,Douglas30
1020,Gage,30,,1020,Gage30
1021,Hall,30,,1021,Hall30
1022,Hamilton,30,,1022,Hamilton30
1023,Holt,30,,1023,Holt30
1024,Lancaster,30,,1024,Lancaster30
1025,Lincoln,30,,1025,Lincoln30
1026,Nance,30,,1026,Nance30
1027,Otoe,30,,1027,Otoe30
1028,Red Willow,30,,1028,Red Willow30
1029,Saline,30,,1029,Saline30
1030,Sarpy,30,,1030,Sarpy30
1031,Seward,30,,1031,Seward30
1032,Washington,30,,1032,Washington30
1033,Belknap,31,,1033,Belknap31
1034,Carroll,31,,1034,Carroll31
1035,Cheshire,31,,1035,Cheshire31
1036,Coos,31,,1036,Coos31
1037,Grafton,31,,1037,Grafton31
1038,Hillsborough,31,,1038,Hillsborough31
1039,Merrimack,31,,1039,Merrimack31
1040,Rockingham,31,,1040,Rockingham31
1041,Strafford,31,,1041,Strafford31
1042,Sullivan,31,,1042,Sullivan31
1043,Atlantic,32,,1043,Atlantic32
1044,Bergen,32,,1044,Bergen32
1045,Burlington,32,,1045,Burlington32
1046,Camden,32,,1046,Camden32
1047,Cape May,32,,1047,Cape May32
1048,Cumberland,32,,1048,Cumberland32
1049,Essex,32,,1049,Essex32
1050,Gloucester,32,,1050,Gloucester32
1051,Hudson,32,,1051,Hudson32
1052,Hunterdon,32,,1052,Hunterdon32
1053,Mercer,32,,1053,Mercer32
1054,Middlesex,32,,1054,Middlesex32
1055,Monmouth,32,,1055,Monmouth32
1056,Morris,32,,1056,Morris32
1057,Ocean,32,,1057,Ocean32
1058,Passaic,32,,1058,Passaic32
1059,Salem,32,,1059,Salem32
1060,Somerset,32,,1060,Somerset32
1061,Sussex,32,,1061,Sussex32
1062,Union,32,,1062,Union32
1063,Warren,32,,1063,Warren32
1064,Bernalillo,33,,1064,Bernalillo33
1065,Chaves,33,,1065,Chaves33
1066,Cibola,33,,1066,Cibola33
1067,Colfax,33,,1067,Colfax33
1068,Dona Ana,33,,1068,Dona Ana33
1069,Eddy,33,,1069,Eddy33
1070,Grant,33,,1070,Grant33
1071,Lea,33,,1071,Lea33
1072,Lincoln,33,,1072,Lincoln33
1073,Los Alamos,33,,1073,Los Alamos33
1074,Luna,33,,1074,Luna33
1075,McKinley,33,,1075,McKinley33
1076,Otero,33,,1076,Otero33
1077,Rio Arriba,33,,1077,Rio Arriba33
1078,San Juan,33,,1078,San Juan33
1079,San Miguel,33,,1079,San Miguel33
1080,Sandoval,33,,1080,Sandoval33
1081,Santa Fe,33,,1081,Santa Fe33
1082,Sierra,33,,1082,Sierra33
1083,Socorro,33,,1083,Socorro33
1084,Taos,33,,1084,Taos33
1085,Valencia,33,,1085,Valencia33
1086,Carson City,34,,1086,Carson City34
1087,Churchill,34,,1087,Churchill34
1088,Clark,34,,1088,Clark34
1089,Douglas,34,,1089,Douglas34
1090,Elko,34,,1090,Elko34
1091,Humboldt,34,,1091,Humboldt34
1092,Lander,34,,1092,Lander34
1093,Lyon,34,,1093,Lyon34
1094,Nye,34,,1094,Nye34
1095,Pershing,34,,1095,Pershing34
1096,Washoe,34,,1096,Washoe34
1097,White Pine,34,,1097,White Pine34
1098,Albany,35,,1098,Albany35
1099,Broome,35,,1099,Broome35
1100,Cattaraugus,35,,1100,Cattaraugus35
1101,Cayuga,35,,1101,Cayuga35
1102,Chautauqua,35,,1102,Chautauqua35
1103,Chemung,35,,1103,Chemung35
1104,Chenango,35,,1104,Chenango35
1105,Clinton,35,,1105,Clinton35
1106,Columbia,35,,1106,Columbia35
1107,Cortland,35,,1107,Cortland35
1108,Delaware,35,,1108,Delaware35
1109,Dutchess,35,,1109,Dutchess35
1110,Erie,35,,1110,Erie35
1111,Franklin,35,,1111,Franklin35
1112,Fulton,35,,1112,Fulton35
1113,Genesee,35,,1113,Genesee35
1114,Greene,35,,1114,Greene35
1115,Herkimer,35,,1115,Herkimer35
1116,Jefferson,35,,1116,Jefferson35
1117,Lewis,35,,1117,Lewis35
1118,Madison,35,,1118,Madison35
1119,Monroe,35,,1119,Monroe35
1120,Montgomery,35,,1120,Montgomery35
1121,Nassau,35,,1121,Nassau35
1122,Niagara,35,,1122,Niagara35
1123,Oneida,35,,1123,Oneida35
1124,Onondaga,35,,1124,Onondaga35
1125,Ontario,35,,1125,Ontario35
1126,Orange,35,,1126,Orange35
1127,Orleans,35,,1127,Orleans35
1128,Oswego,35,,1128,Oswego35
1129,Otsego,35,,1129,Otsego35
1130,Putnam,35,,1130,Putnam35
1131,Queens,35,,1131,Queens35
1132,Rensselaer,35,,1132,Rensselaer35
1133,Rockland,35,,1133,Rockland35
1134,Saint Lawrence,35,,1134,Saint Lawrence35
1135,Saratoga,35,,1135,Saratoga35
1136,Schenectady,35,,1136,Schenectady35
1137,Schoharie,35,,1137,Schoharie35
1138,Schuyler,35,,1138,Schuyler35
1139,Seneca,35,,1139,Seneca35
1140,Steuben,35,,1140,Steuben35
1141,Suffolk,35,,1141,Suffolk35
1142,Sullivan,35,,1142,Sullivan35
1143,Tioga,35,,1143,Tioga35
1144,Tompkins,35,,1144,Tompkins35
1145,Ulster,35,,1145,Ulster35
1146,Warren,35,,1146,Warren35
1147,Washington,35,,1147,Washington35
1148,Wayne,35,,1148,Wayne35
1149,Westchester,35,,1149,Westchester35
1150,Adams,36,,1150,Adams36
1151,Allen,36,,1151,Allen36
1152,Ashtabula,36,,1152,Ashtabula36
1153,Athens,36,,1153,Athens36
1154,Belmont,36,,1154,Belmont36
1155,Butler,36,,1155,Butler36
1156,Champaign,36,,1156,Champaign36
1157,Clark,36,,1157,Clark36
1158,Clermont,36,,1158,Clermont36
1159,Columbiana,36,,1159,Columbiana36
1160,Coshocton,36,,1160,Coshocton36
1161,Crawford,36,,1161,Crawford36
1162,Cuyahoga,36,,1162,Cuyahoga36
1163,Darke,36,,1163,Darke36
1164,Delaware,36,,1164,Delaware36
1165,Erie,36,,1165,Erie36
1166,Fairfield,36,,1166,Fairfield36
1167,Fayette,36,,1167,Fayette36
1168,Franklin,36,,1168,Franklin36
1169,Fulton,36,,1169,Fulton36
1170,Gallia,36,,1170,Gallia36
1171,Geauga,36,,1171,Geauga36
1172,Greene,36,,1172,Greene36
1173,Hamilton,36,,1173,Hamilton36
1174,Hardin,36,,1174,Hardin36
1175,Harrison,36,,1175,Harrison36
1176,Henry,36,,1176,Henry36
1177,Holmes,36,,1177,Holmes36
1178,Huron,36,,1178,Huron36
1179,Jackson,36,,1179,Jackson36
1180,Jefferson,36,,1180,Jefferson36
1181,Knox,36,,1181,Knox36
1182,Lake,36,,1182,Lake36
1183,Licking,36,,1183,Licking36
1184,Logan,36,,1184,Logan36
1185,Lorain,36,,1185,Lorain36
1186,Lucas,36,,1186,Lucas36
1187,Madison,36,,1187,Madison36
1188,Mahoning,36,,1188,Mahoning36
1189,Marion,36,,1189,Marion36
1190,Medina,36,,1190,Medina36
1191,Meigs,36,,1191,Meigs36
1192,Mercer,36,,1192,Mercer36
1193,Miami,36,,1193,Miami36
1194,Monroe,36,,1194,Monroe36
1195,Montgomery,36,,1195,Montgomery36
1196,Morgan,36,,1196,Morgan36
1197,Morrow,36,,1197,Morrow36
1198,Muskingum,36,,1198,Muskingum36
1199,Noble,36,,1199,Noble36
1200,Ottawa,36,,1200,Ottawa36
1201,Perry,36,,1201,Perry36
1202,Pickaway,36,,1202,Pickaway36
1203,Portage,36,,1203,Portage36
1204,Richland,36,,1204,Richland36
1205,Ross,36,,1205,Ross36
1206,Sandusky,36,,1206,Sandusky36
1207,Scioto,36,,1207,Scioto36
1208,Seneca,36,,1208,Seneca36
1209,Shelby,36,,1209,Shelby36
1210,Stark,36,,1210,Stark36
1211,Summit,36,,1211,Summit36
1212,Trumbull,36,,1212,Trumbull36
1213,Tuscarawas,36,,1213,Tuscarawas36
1214,Union,36,,1214,Union36
1215,Van Wert,36,,1215,Van Wert36
1216,Warren,36,,1216,Warren36
1217,Washington,36,,1217,Washington36
1218,Wayne,36,,1218,Wayne36
1219,Williams,36,,1219,Williams36
1220,Wood,36,,1220,Wood36
1221,Wyandot,36,,1221,Wyandot36
1222,Beckham,37,,1222,Beckham37
1223,Bryan,37,,1223,Bryan37
1224,Canadian,37,,1224,Canadian37
1225,Carter,37,,1225,Carter37
1226,Cherokee,37,,1226,Cherokee37
1227,Cleveland,37,,1227,Cleveland37
1228,Comanche,37,,1228,Comanche37
1229,Cotton,37,,1229,Cotton37
1230,Creek,37,,1230,Creek37
1231,Custer,37,,1231,Custer37
1232,Delaware,37,,1232,Delaware37
1233,Garfield,37,,1233,Garfield37
1234,Garvin,37,,1234,Garvin37
1235,Grady,37,,1235,Grady37
1236,Greer,37,,1236,Greer37
1237,Harmon,37,,1237,Harmon37
1238,Hughes,37,,1238,Hughes37
1239,Jackson,37,,1239,Jackson37
1240,Johnston,37,,1240,Johnston37
1241,LeFlore,37,,1241,LeFlore37
1242,Logan,37,,1242,Logan37
1243,Love,37,,1243,Love37
1244,Marshall,37,,1244,Marshall37
1245,Mayes,37,,1245,Mayes37
1246,McClain,37,,1246,McClain37
1247,Muskogee,37,,1247,Muskogee37
1248,Nowata,37,,1248,Nowata37
1249,Oklahoma,37,,1249,Oklahoma37
1250,Osage,37,,1250,Osage37
1251,Payne,37,,1251,Payne37
1252,Pittsburg,37,,1252,Pittsburg37
